"name"	"id"	"waterbody"	"month"	"year"	"Lat"	"Long"	"type"	"SAL"
"Neuendorf"	112350018	"Sehrower Bach"	1	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	1	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	1	2013	54.54333	13.426672	"Coast"	7.05
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	1	2013	54.50667	13.490002	"Coast"	7.00555555555556
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	1	2013	54.43167	13.491672	"Coast"	3.71111111111111
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	1	2013	54.515	13.125002	"Coast"	7.69
"DB1 Pramort"	103050101	"Barther Fahrwasser"	2	2013	54.42	12.926671	"Coast"	7.75
"DB2 Sundische Wiese"	103050208	"Grabow"	2	2013	54.39167	12.838331	"Coast"	6.47
"DB6 Barth oe."	103050603	"Barther Bodden"	2	2013	54.395001	12.750001	"Coast"	5.38
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	2	2013	54.395001	12.623331	"Coast"	4.27
"DB16 Saal nw."	103051606	"Saaler Bodden"	2	2013	54.335001	12.448331	"Coast"	2.83
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	2	2013	54.40167	13.105001	"Coast"	6.8
"Barth"	103070014	"Barthe"	2	2013	54.3663863698681	12.6874701057115	"Freshwater"	0
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	2	2013	54.51167	13.050002	"Coast"	9.1
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	2	2013	54.26667	13.516671	"Coast"	6.22222222222222
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	2	2013	54.15	13.483331	"Coast"	6.18333333333333
"GB7 Struck"	105010701	"Greifswalder Bodden"	2	2013	54.20667	13.653331	"Coast"	6.28333333333333
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	2	2013	54.20667	13.566671	"Coast"	6.22222222222222
"Kemnitz"	105210010	"Westziese"	2	2013	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	2	2013	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	2	2013	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	2	2013	54.28667	13.131671	"Coast"	6.66666666666667
"Prohn"	109230015	"Prohner Bach"	2	2013	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	2	2013	54.18833	13.775001	"Coast"	5.7
"AW1 Trockenort"	111030108	"Achterwasser"	2	2013	54.01667	13.958331	"Coast"	1.2
"P20 Peenemuende s."	111032085	"Peenestrom"	2	2013	54.121	13.773	"Coast"	2.90555555555556
"P42 Wolgast s."	111034208	"Peenestrom"	2	2013	54.023358	13.760763	"Coast"	1.52777777777778
"P48 Lassan"	111034806	"Peenestrom"	2	2013	53.96667	13.891671	"Coast"	1.2
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	2	2013	54.20333	13.905002	"Coast"	6.85555555555556
"Wolgast"	111140027	"Ostziese"	2	2013	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	2	2013	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	2	2013	54.57	13.131672	"Coast"	8
"RB3 Bugspitze s."	112190309	"Rassower Strom"	2	2013	54.55333	13.178332	"Coast"	8
"Kluis"	112230016	"Duvenbaek"	2	2013	54.4649241302838	13.3055644900104	"Freshwater"	0
"Pansevitz"	112230024	"Pansevitzer Graben"	2	2013	54.4601412036931	13.3202956894869	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	2	2013	54.56333	13.293332	"Coast"	7.5
"Neuendorf"	112350018	"Sehrower Bach"	2	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	2	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	2	2013	54.54333	13.426672	"Coast"	7.2
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	2	2013	54.50667	13.490002	"Coast"	7.2
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	2	2013	54.43167	13.491672	"Coast"	3.71111111111111
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	2	2013	54.515	13.125002	"Coast"	8
"DB1 Pramort"	103050101	"Barther Fahrwasser"	3	2013	54.42	12.926671	"Coast"	7.75
"DB2 Sundische Wiese"	103050208	"Grabow"	3	2013	54.39167	12.838331	"Coast"	6.47
"DB6 Barth oe."	103050603	"Barther Bodden"	3	2013	54.395001	12.750001	"Coast"	5.38
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	3	2013	54.395001	12.623331	"Coast"	4.27
"DB16 Saal nw."	103051606	"Saaler Bodden"	3	2013	54.335001	12.448331	"Coast"	2.83
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	3	2013	54.40167	13.105001	"Coast"	7.05625
"Barth"	103070014	"Barthe"	3	2013	54.3663863698681	12.6874701057115	"Freshwater"	0
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	3	2013	54.51167	13.050002	"Coast"	9.74444444444444
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	3	2013	54.26667	13.516671	"Coast"	6.65
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	3	2013	54.15	13.483331	"Coast"	6.3
"GB7 Struck"	105010701	"Greifswalder Bodden"	3	2013	54.20667	13.653331	"Coast"	6.6
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	3	2013	54.20667	13.566671	"Coast"	6.6
"Kemnitz"	105210010	"Westziese"	3	2013	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	3	2013	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	3	2013	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	3	2013	54.28667	13.131671	"Coast"	6.7
"Prohn"	109230015	"Prohner Bach"	3	2013	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	3	2013	54.18833	13.775001	"Coast"	4.6
"AW1 Trockenort"	111030108	"Achterwasser"	3	2013	54.01667	13.958331	"Coast"	0.71
"P20 Peenemuende s."	111032085	"Peenestrom"	3	2013	54.121	13.773	"Coast"	2.90555555555556
"P42 Wolgast s."	111034208	"Peenestrom"	3	2013	54.023358	13.760763	"Coast"	1.52777777777778
"P48 Lassan"	111034806	"Peenestrom"	3	2013	53.96667	13.891671	"Coast"	0.64
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	3	2013	54.20333	13.905002	"Coast"	6.85
"Wolgast"	111140027	"Ostziese"	3	2013	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	3	2013	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	3	2013	54.57	13.131672	"Coast"	7.99
"RB3 Bugspitze s."	112190309	"Rassower Strom"	3	2013	54.55333	13.178332	"Coast"	8.38333333333333
"Kluis"	112230016	"Duvenbaek"	3	2013	54.4649241302838	13.3055644900104	"Freshwater"	0
"Pansevitz"	112230024	"Pansevitzer Graben"	3	2013	54.4601412036931	13.3202956894869	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	3	2013	54.56333	13.293332	"Coast"	7.82222222222222
"Neuendorf"	112350018	"Sehrower Bach"	3	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	3	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	3	2013	54.54333	13.426672	"Coast"	7.05
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	3	2013	54.50667	13.490002	"Coast"	7.00555555555556
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	3	2013	54.43167	13.491672	"Coast"	3.71111111111111
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	3	2013	54.515	13.125002	"Coast"	7.69
"DB1 Pramort"	103050101	"Barther Fahrwasser"	4	2013	54.42	12.926671	"Coast"	4.7
"DB2 Sundische Wiese"	103050208	"Grabow"	4	2013	54.39167	12.838331	"Coast"	4.5
"DB6 Barth oe."	103050603	"Barther Bodden"	4	2013	54.395001	12.750001	"Coast"	3.2
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	4	2013	54.395001	12.623331	"Coast"	2.9
"DB16 Saal nw."	103051606	"Saaler Bodden"	4	2013	54.335001	12.448331	"Coast"	2.4
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	4	2013	54.40167	13.105001	"Coast"	6.4
"Barth"	103070014	"Barthe"	4	2013	54.3663863698681	12.6874701057115	"Freshwater"	0
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	4	2013	54.51167	13.050002	"Coast"	8.95
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	4	2013	54.26667	13.516671	"Coast"	5.95
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	4	2013	54.15	13.483331	"Coast"	5.8
"GB7 Struck"	105010701	"Greifswalder Bodden"	4	2013	54.20667	13.653331	"Coast"	6
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	4	2013	54.20667	13.566671	"Coast"	5.8
"Kemnitz"	105210010	"Westziese"	4	2013	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	4	2013	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	4	2013	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	4	2013	54.28667	13.131671	"Coast"	6.5
"Prohn"	109230015	"Prohner Bach"	4	2013	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	4	2013	54.18833	13.775001	"Coast"	5.6
"AW1 Trockenort"	111030108	"Achterwasser"	4	2013	54.01667	13.958331	"Coast"	0.6
"P20 Peenemuende s."	111032085	"Peenestrom"	4	2013	54.121	13.773	"Coast"	0.8
"P42 Wolgast s."	111034208	"Peenestrom"	4	2013	54.023358	13.760763	"Coast"	0.8
"P48 Lassan"	111034806	"Peenestrom"	4	2013	53.96667	13.891671	"Coast"	0.7
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	4	2013	54.20333	13.905002	"Coast"	5.9
"Wolgast"	111140027	"Ostziese"	4	2013	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	4	2013	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	4	2013	54.57	13.131672	"Coast"	7.2
"RB3 Bugspitze s."	112190309	"Rassower Strom"	4	2013	54.55333	13.178332	"Coast"	7.8
"Kluis"	112230016	"Duvenbaek"	4	2013	54.4649241302838	13.3055644900104	"Freshwater"	0
"Pansevitz"	112230024	"Pansevitzer Graben"	4	2013	54.4601412036931	13.3202956894869	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	4	2013	54.56333	13.293332	"Coast"	7.2
"Neuendorf"	112350018	"Sehrower Bach"	4	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	4	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	4	2013	54.54333	13.426672	"Coast"	6.75
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	4	2013	54.50667	13.490002	"Coast"	6.15
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	4	2013	54.43167	13.491672	"Coast"	3
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	4	2013	54.515	13.125002	"Coast"	6.5
"DB1 Pramort"	103050101	"Barther Fahrwasser"	5	2013	54.42	12.926671	"Coast"	5.7
"DB2 Sundische Wiese"	103050208	"Grabow"	5	2013	54.39167	12.838331	"Coast"	5
"DB6 Barth oe."	103050603	"Barther Bodden"	5	2013	54.395001	12.750001	"Coast"	4.7
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	5	2013	54.395001	12.623331	"Coast"	3.5
"DB16 Saal nw."	103051606	"Saaler Bodden"	5	2013	54.335001	12.448331	"Coast"	2.3
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	5	2013	54.40167	13.105001	"Coast"	6.6
"Barth"	103070014	"Barthe"	5	2013	54.3663863698681	12.6874701057115	"Freshwater"	0
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	5	2013	54.51167	13.050002	"Coast"	9.55
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	5	2013	54.26667	13.516671	"Coast"	5.75
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	5	2013	54.15	13.483331	"Coast"	5.8
"GB7 Struck"	105010701	"Greifswalder Bodden"	5	2013	54.20667	13.653331	"Coast"	5.8
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	5	2013	54.20667	13.566671	"Coast"	5.75
"Kemnitz"	105210010	"Westziese"	5	2013	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	5	2013	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	5	2013	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	5	2013	54.28667	13.131671	"Coast"	5.8
"Prohn"	109230015	"Prohner Bach"	5	2013	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	5	2013	54.18833	13.775001	"Coast"	5.75
"AW1 Trockenort"	111030108	"Achterwasser"	5	2013	54.01667	13.958331	"Coast"	0.6
"P20 Peenemuende s."	111032085	"Peenestrom"	5	2013	54.121	13.773	"Coast"	3.05
"P42 Wolgast s."	111034208	"Peenestrom"	5	2013	54.023358	13.760763	"Coast"	0.8
"P48 Lassan"	111034806	"Peenestrom"	5	2013	53.96667	13.891671	"Coast"	0.6
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	5	2013	54.20333	13.905002	"Coast"	7
"Wolgast"	111140027	"Ostziese"	5	2013	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	5	2013	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	5	2013	54.57	13.131672	"Coast"	7.5
"RB3 Bugspitze s."	112190309	"Rassower Strom"	5	2013	54.55333	13.178332	"Coast"	8.45
"Kluis"	112230016	"Duvenbaek"	5	2013	54.4649241302838	13.3055644900104	"Freshwater"	0
"Pansevitz"	112230024	"Pansevitzer Graben"	5	2013	54.4601412036931	13.3202956894869	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	5	2013	54.56333	13.293332	"Coast"	7.9
"Neuendorf"	112350018	"Sehrower Bach"	5	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	5	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	5	2013	54.54333	13.426672	"Coast"	6.9
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	5	2013	54.50667	13.490002	"Coast"	6.45
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	5	2013	54.43167	13.491672	"Coast"	3.1
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	5	2013	54.515	13.125002	"Coast"	6.7
"DB1 Pramort"	103050101	"Barther Fahrwasser"	6	2013	54.42	12.926671	"Coast"	6.4
"DB2 Sundische Wiese"	103050208	"Grabow"	6	2013	54.39167	12.838331	"Coast"	5.5
"DB6 Barth oe."	103050603	"Barther Bodden"	6	2013	54.395001	12.750001	"Coast"	4.2
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	6	2013	54.395001	12.623331	"Coast"	3.3
"DB16 Saal nw."	103051606	"Saaler Bodden"	6	2013	54.335001	12.448331	"Coast"	2.2
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	6	2013	54.40167	13.105001	"Coast"	6.65
"Barth"	103070014	"Barthe"	6	2013	54.3663863698681	12.6874701057115	"Freshwater"	0
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	6	2013	54.51167	13.050002	"Coast"	8
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	6	2013	54.26667	13.516671	"Coast"	5.9
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	6	2013	54.15	13.483331	"Coast"	5.9
"GB7 Struck"	105010701	"Greifswalder Bodden"	6	2013	54.20667	13.653331	"Coast"	5.9
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	6	2013	54.20667	13.566671	"Coast"	5.9
"Kemnitz"	105210010	"Westziese"	6	2013	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	6	2013	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	6	2013	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	6	2013	54.28667	13.131671	"Coast"	6
"Prohn"	109230015	"Prohner Bach"	6	2013	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	6	2013	54.18833	13.775001	"Coast"	4.7
"AW1 Trockenort"	111030108	"Achterwasser"	6	2013	54.01667	13.958331	"Coast"	0.5
"P20 Peenemuende s."	111032085	"Peenestrom"	6	2013	54.121	13.773	"Coast"	0.95
"P42 Wolgast s."	111034208	"Peenestrom"	6	2013	54.023358	13.760763	"Coast"	0.75
"P48 Lassan"	111034806	"Peenestrom"	6	2013	53.96667	13.891671	"Coast"	0.5
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	6	2013	54.20333	13.905002	"Coast"	6.7
"Wolgast"	111140027	"Ostziese"	6	2013	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	6	2013	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	6	2013	54.57	13.131672	"Coast"	7.5
"RB3 Bugspitze s."	112190309	"Rassower Strom"	6	2013	54.55333	13.178332	"Coast"	7.9
"Kluis"	112230016	"Duvenbaek"	6	2013	54.4649241302838	13.3055644900104	"Freshwater"	0
"Pansevitz"	112230024	"Pansevitzer Graben"	6	2013	54.4601412036931	13.3202956894869	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	6	2013	54.56333	13.293332	"Coast"	7.7
"Neuendorf"	112350018	"Sehrower Bach"	6	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	6	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	6	2013	54.54333	13.426672	"Coast"	6.9
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	6	2013	54.50667	13.490002	"Coast"	6.9
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	6	2013	54.43167	13.491672	"Coast"	3.2
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	6	2013	54.515	13.125002	"Coast"	7.3
"DB1 Pramort"	103050101	"Barther Fahrwasser"	7	2013	54.42	12.926671	"Coast"	6.8
"DB2 Sundische Wiese"	103050208	"Grabow"	7	2013	54.39167	12.838331	"Coast"	6.1
"DB6 Barth oe."	103050603	"Barther Bodden"	7	2013	54.395001	12.750001	"Coast"	5
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	7	2013	54.395001	12.623331	"Coast"	3.65
"DB16 Saal nw."	103051606	"Saaler Bodden"	7	2013	54.335001	12.448331	"Coast"	2.2
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	7	2013	54.40167	13.105001	"Coast"	8.4
"Barth"	103070014	"Barthe"	7	2013	54.3663863698681	12.6874701057115	"Freshwater"	0
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	7	2013	54.51167	13.050002	"Coast"	8.5
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	7	2013	54.26667	13.516671	"Coast"	6.5
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	7	2013	54.15	13.483331	"Coast"	6.55
"GB7 Struck"	105010701	"Greifswalder Bodden"	7	2013	54.20667	13.653331	"Coast"	6.55
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	7	2013	54.20667	13.566671	"Coast"	6.3
"Kemnitz"	105210010	"Westziese"	7	2013	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	7	2013	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	7	2013	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	7	2013	54.28667	13.131671	"Coast"	8.4
"Prohn"	109230015	"Prohner Bach"	7	2013	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	7	2013	54.18833	13.775001	"Coast"	6.7
"AW1 Trockenort"	111030108	"Achterwasser"	7	2013	54.01667	13.958331	"Coast"	0.4
"P20 Peenemuende s."	111032085	"Peenestrom"	7	2013	54.121	13.773	"Coast"	2.5
"P42 Wolgast s."	111034208	"Peenestrom"	7	2013	54.023358	13.760763	"Coast"	0.75
"P48 Lassan"	111034806	"Peenestrom"	7	2013	53.96667	13.891671	"Coast"	0.3
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	7	2013	54.20333	13.905002	"Coast"	7.5
"Wolgast"	111140027	"Ostziese"	7	2013	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	7	2013	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	7	2013	54.57	13.131672	"Coast"	8.1
"RB3 Bugspitze s."	112190309	"Rassower Strom"	7	2013	54.55333	13.178332	"Coast"	8.15
"Kluis"	112230016	"Duvenbaek"	7	2013	54.4649241302838	13.3055644900104	"Freshwater"	0
"Pansevitz"	112230024	"Pansevitzer Graben"	7	2013	54.4601412036931	13.3202956894869	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	7	2013	54.56333	13.293332	"Coast"	7.7
"Neuendorf"	112350018	"Sehrower Bach"	7	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	7	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	7	2013	54.54333	13.426672	"Coast"	7.1
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	7	2013	54.50667	13.490002	"Coast"	7.1
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	7	2013	54.43167	13.491672	"Coast"	3.6
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	7	2013	54.515	13.125002	"Coast"	8
"DB1 Pramort"	103050101	"Barther Fahrwasser"	8	2013	54.42	12.926671	"Coast"	7.6
"DB2 Sundische Wiese"	103050208	"Grabow"	8	2013	54.39167	12.838331	"Coast"	7.2
"DB6 Barth oe."	103050603	"Barther Bodden"	8	2013	54.395001	12.750001	"Coast"	6.5
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	8	2013	54.395001	12.623331	"Coast"	4.85
"DB16 Saal nw."	103051606	"Saaler Bodden"	8	2013	54.335001	12.448331	"Coast"	2.5
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	8	2013	54.40167	13.105001	"Coast"	6.6
"Barth"	103070014	"Barthe"	8	2013	54.3663863698681	12.6874701057115	"Freshwater"	0
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	8	2013	54.51167	13.050002	"Coast"	11.65
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	8	2013	54.26667	13.516671	"Coast"	6.4
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	8	2013	54.15	13.483331	"Coast"	6.3
"GB7 Struck"	105010701	"Greifswalder Bodden"	8	2013	54.20667	13.653331	"Coast"	6.3
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	8	2013	54.20667	13.566671	"Coast"	6.45
"Kemnitz"	105210010	"Westziese"	8	2013	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	8	2013	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	8	2013	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	8	2013	54.28667	13.131671	"Coast"	7.3
"Prohn"	109230015	"Prohner Bach"	8	2013	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	8	2013	54.18833	13.775001	"Coast"	5.55
"AW1 Trockenort"	111030108	"Achterwasser"	8	2013	54.01667	13.958331	"Coast"	0.4
"P20 Peenemuende s."	111032085	"Peenestrom"	8	2013	54.121	13.773	"Coast"	3.65
"P42 Wolgast s."	111034208	"Peenestrom"	8	2013	54.023358	13.760763	"Coast"	1.7
"P48 Lassan"	111034806	"Peenestrom"	8	2013	53.96667	13.891671	"Coast"	0.3
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	8	2013	54.20333	13.905002	"Coast"	7
"Wolgast"	111140027	"Ostziese"	8	2013	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	8	2013	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	8	2013	54.57	13.131672	"Coast"	8.1
"RB3 Bugspitze s."	112190309	"Rassower Strom"	8	2013	54.55333	13.178332	"Coast"	8.4
"Kluis"	112230016	"Duvenbaek"	8	2013	54.4649241302838	13.3055644900104	"Freshwater"	0
"Pansevitz"	112230024	"Pansevitzer Graben"	8	2013	54.4601412036931	13.3202956894869	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	8	2013	54.56333	13.293332	"Coast"	8.1
"Neuendorf"	112350018	"Sehrower Bach"	8	2013	54.3821417140574	13.2670909497788	"Freshwater"	0
"Negast"	112360013	"Frankenthaler Bach"	8	2013	54.371440403775	13.2881712967019	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	8	2013	54.54333	13.426672	"Coast"	7.3
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	8	2013	54.50667	13.490002	"Coast"	7.3
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	8	2013	54.43167	13.491672	"Coast"	3.7
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	8	2013	54.515	13.125002	"Coast"	8
