SI_ID;Date;Starttime;Endtime;Gear;Gear_Multiplier;Sampler_ID;Depth;Boat_Shore;Waterbody;Capture_Latitude;Capture_Longitude;Release_Latitude;Release_Longitude;GPSpoint1;GPSpoint2;Temperature_C;TempSampleTime;Salinity_PSU;Conductivity_myS_cm;Oxygenlevel_perc;Oxygenlevel_mgL;Visibility_cm;Vegetation;Notes;Lure_Type;Lure_Length;GSPdevice;NetHours;Site;Bites;Follower;Lure_Color;Wind;pH;Transect_Length_m;Schongebietsvergleich;Paired_Design;Comparison_Area_Name;Captured_Pike_No;EnterDate;Lure_Length_mm;Lure_ID;Zone;GPS_Track;Net_ID;Safe_Bites
785;2021-03-08;14:00:00;16:00:00;A;1;64;S;Boat;BAT;NA;NA;NA;NA;149;NA;3.3;NA;9.6;16880;117.7;15.97;2;0;1;J;G;NA;0,00;WBO;0;0;N;NW4;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
786;2021-03-09;08:00:00;10:00:00;A;1;65;S;Boat;BAT;NA;NA;54.26142;12.57102;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;M;NA;0,00;WBI;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
787;2021-03-09;08:00:00;10:00:00;A;1;63;S;Boat;BAT;NA;NA;54.26142;12.57102;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;S;M;NA;0,00;WBI;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
788;2021-03-09;08:00:00;10:00:00;A;1;14;S;Boat;BAT;NA;NA;54.26142;12.57102;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBI;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
789;2021-03-09;10:00:00;12:00:00;A;1;65;S;Boat;BAT;NA;NA;54.25324;12.56893;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
790;2021-03-09;10:00:00;12:00:00;A;1;63;S;Boat;BAT;NA;NA;54.25324;12.56893;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;S;M;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
791;2021-03-09;10:00:00;12:00:00;A;1;14;S;Boat;BAT;NA;NA;54.25324;12.56893;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;S;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
792;2021-03-09;12:00:00;14:00:00;A;1;65;S;Boat;BAT;NA;NA;54.25571;12.56663;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;M;NA;0,00;WBI;1;1;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
793;2021-03-09;12:00:00;14:00:00;A;1;63;S;Boat;BAT;NA;NA;54.25571;12.56663;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;S;M;NA;0,00;WBI;0;1;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
794;2021-03-09;12:00:00;14:00:00;A;1;14;S;Boat;BAT;NA;NA;54.25571;12.56663;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;M;NA;0,00;WBI;1;1;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
795;2021-03-09;14:00:00;16:00:00;A;1;65;S;Boat;BAT;NA;NA;54.25651;12.59577;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
796;2021-03-09;14:00:00;16:00:00;A;1;63;S;Boat;BAT;NA;NA;54.25651;12.59577;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;M;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
797;2021-03-09;14:00:00;16:00:00;A;1;14;S;Boat;BAT;NA;NA;54.25651;12.59577;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;M;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
798;2021-03-09;08:00:00;10:00:00;A;1;38;S;Boat;BAT;NA;NA;54.26068;12.58864;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBI;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
799;2021-03-09;10:00:00;12:00:00;A;1;38;S;Boat;BAT;NA;NA;54.25324;12.56895;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
800;2021-03-09;12:00:00;14:00:00;A;1;38;S;Boat;BAT;NA;NA;54.25571;12.56663;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBI;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;2021-03-09;14:00:00;16:00:00;A;1;38;S;Boat;BAT;NA;NA;54.25651;12.59597;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;2021-03-09;12:00:00;14:00:00;A;1;50;S;Boat;BAT;NA;NA;54.25649;12.58416;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
803;2021-03-09;12:00:00;14:00:00;A;1;64;S;Boat;BAT;NA;NA;54.25649;12.58416;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;G;NA;0,00;WBO;0;0;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;2021-03-09;12:00:00;14:00:00;A;1;40;S;Boat;BAT;NA;NA;54.25649;12.58416;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
805;2021-03-09;12:00:00;14:00:00;A;1;66;S;Boat;BAT;NA;NA;54.25649;12.58416;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBO;0;0;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
806;2021-03-09;14:00:00;16:00:00;A;1;50;S;Boat;BAT;NA;NA;54.25982;12.56725;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBI;1;1;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
807;2021-03-09;14:00:00;16:00:00;A;1;64;S;Boat;BAT;NA;NA;54.25982;12.56725;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;W;M;NA;0,00;WBI;0;1;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
808;2021-03-09;14:00:00;16:00:00;A;1;40;S;Boat;BAT;NA;NA;54.25982;12.56725;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBI;0;3;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
809;2021-03-09;14:00:00;16:00:00;A;1;66;S;Boat;BAT;NA;NA;54.25982;12.56725;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;M;NA;0,00;WBI;0;1;NA;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
810;2021-03-09;08:00:00;10:00:00;A;1;50;S;Boat;BAT;NA;NA;54.25612;12.57562;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBO;0;0;R;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
811;2021-03-09;08:00:00;10:00:00;A;1;64;S;Boat;BAT;NA;NA;54.25612;12.57562;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;G;NA;0,00;WBO;0;0;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
812;2021-03-09;08:00:00;10:00:00;A;1;40;S;Boat;BAT;NA;NA;54.25612;12.57562;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;G;NA;0,00;WBO;0;0;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
813;2021-03-09;08:00:00;10:00:00;A;1;66;S;Boat;BAT;NA;NA;54.25612;12.57562;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBO;0;0;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
814;2021-03-09;10:00:00;12:00:00;A;1;50;S;Boat;BAT;NA;NA;54.25806;12.57031;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBI;0;0;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
815;2021-03-09;10:00:00;12:00:00;A;1;64;S;Boat;BAT;NA;NA;54.25806;12.57031;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;J;G;NA;0,00;WBI;2;1;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
816;2021-03-09;10:00:00;12:00:00;A;1;40;S;Boat;BAT;NA;NA;54.25806;12.57031;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBI;0;0;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
817;2021-03-09;10:00:00;12:00:00;A;1;66;S;Boat;BAT;NA;NA;54.25806;12.57031;NA;NA;2;NA;9.9;15940;101.5;13.2;3;0;1;G;M;NA;0,00;WBI;0;0;N;SE5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
818;2021-03-10;10:00:00;11:30:00;A;1;59;S;Boat;BAT;NA;NA;NA;NA;NA;NA;3;NA;9.1;NA;NA;NA;1;0;1;S;M;NA;0,00;WBI;2;0;N;SE10;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
819;2021-03-10;10:00:00;11:30:00;A;1;52;S;Boat;BAT;NA;NA;NA;NA;NA;NA;3;NA;9.1;NA;NA;NA;1;0;1;F;M;NA;0,00;WBI;1;0;N;SE10;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
820;2021-03-15;08:30:00;11:40:00;A;1;52;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;F;M;NA;0,00;OA;0;0;NA;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
821;2021-03-15;08:30:00;10:30:00;A;1;59;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;S;M;NA;0,00;OA;0;0;N;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
822;2021-03-15;08:30:00;11:20:00;A;1;67;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;G;M;NA;0,00;OA;0;0;R;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
823;2021-03-15;08:30:00;11:20:00;A;1;51;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;A;S;NA;0,00;OA;0;0;N;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
824;2021-03-15;13:00:00;17:00:00;A;1;52;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;F;S;NA;0,00;OA;0;0;R;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
825;2021-03-15;13:00:00;17:00:00;A;1;59;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;A;S;NA;0,00;OA;0;0;R;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
826;2021-03-15;13:00:00;15:30:00;A;1;67;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;G;M;NA;0,00;OA;0;0;R;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
827;2021-03-15;13:00:00;17:30:00;A;1;51;S;Wading;SB;NA;NA;54.539214;13.138683;NA;NA;5;NA;6.9;12490;94.3;11.99;2;0;1;A;M;NA;0,00;OA;0;0;N;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
828;2021-03-16;14:50:00;15:45:00;E;1;NA;S;Wading;Duwenbeek;NA;NA;54.478228;13.280008;NA;NA;5.8;NA;0.5;1150;108.3;13.72;3;0;1;NA;NA;NA;0,00;NA;0;0;NA;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
829;2021-03-16;09:10:00;10:20:00;E;1;NA;S;Boat;Sehrowbach;NA;NA;54.381931;13.26729;NA;NA;5;NA;0.4;1024;86.7;11.14;2;0;1;NA;NA;NA;0,00;NA;0;0;NA;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
830;2021-03-16;10:45:00;11:30:00;E;1;NA;S;Boat;Sehrowbach;NA;NA;54.381931;13.26729;NA;NA;5;NA;0.4;1024;86.7;11.14;2;0;1;NA;NA;NA;0,00;NA;0;0;NA;W15;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
831;2021-03-17;07:40:00;10:30:00;A;1;52;S;Boat;BAT;NA;NA;NA;NA;WBI170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;F;M;NA;0,00;WBI;0;0;n;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
832;2021-03-17;07:40:00;10:30:00;A;1;58;S;Boat;BAT;NA;NA;NA;NA;WBI170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;S;G;NA;0,00;WBI;3;0;r;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
833;2021-03-17;07:40:00;10:30:00;A;1;40;S;Boat;BAT;NA;NA;NA;NA;WBI170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;S;G;NA;0,00;WBI;0;0;n;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
834;2021-03-17;07:40:00;10:30:00;A;1;51;S;Boat;BAT;NA;NA;NA;NA;WBI170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;S;M;NA;0,00;WBI;1;0;r;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
835;2021-03-17;10:55:00;12:05:00;A;1;52;S;Boat;BAT;NA;NA;NA;NA;WBO170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;F;M;NA;0,00;WBO;4;0;n;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
836;2021-03-17;10:55:00;12:05:00;A;1;51;S;Boat;BAT;NA;NA;NA;NA;WBO170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;S;M;NA;0,00;WBO;0;1;r;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
837;2021-03-17;10:55:00;12:05:00;A;1;40;S;Boat;BAT;NA;NA;NA;NA;WBO170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;S;G;NA;0,00;WBO;0;1;n;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
838;2021-03-17;10:55:00;12:05:00;A;1;58;S;Boat;BAT;NA;NA;NA;NA;WBO170321;NA;4.4;NA;11.2;19510;102.1;13.5;NA;0;1;S;M;NA;0,00;WBO;0;0;n;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
839;2021-03-17;13:50:00;14:40:00;A;1;52;S;Boat;BAT;NA;NA;54.34836;12.81213;NA;NA;6.5;NA;5.1;9710;110.5;13.88;NA;0;1;F;M;NA;0,00;OA;0;0;N;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
840;2021-03-17;13:50:00;14:40:00;A;1;58;S;Boat;BAT;NA;NA;54.34836;12.81213;NA;NA;6.5;NA;0;9710;110.5;13.88;NA;0;1;G;M;NA;0,00;OA;0;0;N;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
841;2021-03-17;13:50:00;14:40:00;A;1;40;S;Boat;BAT;NA;NA;54.34836;12.81213;NA;NA;6.5;NA;0;9710;110.5;13.88;NA;0;1;G;G;NA;0,00;OA;0;0;R;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
842;2021-03-17;13:50:00;14:40:00;A;1;51;S;Boat;BAT;NA;NA;54.34836;12.81213;NA;NA;6.5;NA;0;9710;110.5;13.88;NA;0;1;S;M;NA;0,00;OA;0;0;R;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
843;2021-03-17;15:15:00;17:40:00;A;1;52;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;1;F;M;NA;0,00;WBI;0;5;N;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
844;2021-03-17;15:15:00;18:00:00;A;1;58;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;1;S;M;NA;0,00;WBI;0;3;N;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
845;2021-03-17;15:15:00;18:00:00;A;1;40;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;1;S;G;NA;0,00;WBI;1;2;N;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
846;2021-03-17;15:15:00;17:40:00;A;1;51;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;1;S;M;NA;0,00;WBI;1;4;N;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
847;2021-03-18;NA;NA;E;1;58;NA;Boat;Ziese;NA;NA;54.034922;13.740372;NA;NA;6.3;NA;0.4;883;93.3;11.96;1;0;1;NA;NA;NA;0,00;NA;NA;NA;NA;NE20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
848;2021-03-18;11:00:00;16:00:00;E;1;51;S;Wading;NHG;NA;NA;NA;NA;NA;NA;7.2;NA;0.3;765;124.8;13.12;2;0;1;NA;NA;NA;0,00;NA;NA;NA;NA;20;NA;600;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
849;2021-03-18;09:00:00;10:30:00;E;1;51;NA;Boat;KWB;NA;NA;NA;NA;NA;NA;4.7;NA;0.2;646;89.8;11.79;2;0;1;NA;NA;NA;0,00;NA;NA;NA;NA;20;NA;600;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
850;2021-03-20;09:00:00;09:30:00;A;1;62;S;Boat;GB;NA;NA;NA;NA;NA;85;3.5;NA;6.1;11210;95.1;12.75;3;0;1;J;M;NA;0,00;Neuensiener See (MPA);0;5;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
851;2021-03-20;09:00:00;09:30:00;A;1;68;S;Boat;GB;NA;NA;NA;NA;NA;85;3.5;NA;6.1;11210;95.1;12.75;3;0;1;J;M;NA;0,00;Neuensiener See (MPA);0;3;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
852;2021-03-20;09:00:00;09:30:00;A;1;52;S;Boat;GB;NA;NA;NA;NA;NA;85;3.5;NA;6.1;11210;95.1;12.75;3;0;1;F;M;NA;0,00;Neuensiener See (MPA);0;4;N;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
853;2021-03-20;09:30:00;10:00:00;A;1;62;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;3;0;1;J;M;NA;0,00;Neuensiener See (MPA);4;7;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
854;2021-03-20;09:30:00;10:00:00;A;1;68;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;3;0;1;J;M;NA;0,00;Neuensiener See (MPA);0;1;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
855;2021-03-20;09:30:00;10:00:00;A;1;52;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;3;0;1;F;M;NA;0,00;Neuensiener See (MPA);1;7;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
856;2021-03-20;10:00:00;12:00:00;A;1;62;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;3;0;1;J;M;NA;0,00;Neuensiener See (MPA);0;3;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
857;2021-03-20;10:00:00;12:00:00;A;1;68;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;3;0;1;J;M;NA;0,00;Neuensiener See (MPA);3;2;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
858;2021-03-20;10:00:00;12:00:00;A;1;52;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;3;0;1;F;M;NA;0,00;Neuensiener See (MPA);2;4;N;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
859;2021-03-20;13:00:00;14:00:00;A;1;62;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;2;0;1;J;M;NA;0,00;Neuensiener See (MPA);0;2;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
860;2021-03-20;13:00:00;14:00:00;A;1;68;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;2;0;1;J;M;NA;0,00;Neuensiener See (MPA);1;0;R;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
861;2021-03-20;13:00:00;14:00:00;A;1;52;S;Boat;GB;NA;NA;NA;NA;NA;86;3.5;NA;6.1;11210;95.1;12.75;2;0;1;F;M;NA;0,00;Neuensiener See (MPA);1;2;N;W20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
862;2021-03-20;14:00:00;14:30:00;A;1;62;S;Boat;GB;NA;NA;NA;NA;NA;NA;3.5;NA;6.3;11520;106.2;13.77;2;0;1;J;M;NA;0,00;Neuensiener See (MPA);1;0;R;W5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
863;2021-03-20;14:00:00;14:30:00;A;1;68;S;Boat;GB;NA;NA;NA;NA;NA;NA;3.5;NA;6.3;11520;106.2;13.77;2;0;1;J;M;NA;0,00;Neuensiener See (MPA);0;2;R;W5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
864;2021-03-20;14:00:00;14:30:00;A;1;52;S;Boat;GB;NA;NA;NA;NA;NA;NA;3.5;NA;6.3;11520;106.2;13.77;2;0;1;F;M;NA;0,00;Neuensiener See (MPA);0;1;R;W5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
865;2021-03-20;14:30:00;NA;A;1;62;S;Boat;GB;NA;NA;NA;NA;NA;NA;3.5;NA;6.3;11520;106.2;13.77;2;0;1;J;M;NA;0,00;Neuensiener See (MPA);1;2;R;W5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
866;2021-03-20;14:30:00;08:24:00;A;1;68;S;Boat;GB;NA;NA;NA;NA;NA;NA;3.5;NA;6.3;11520;106.2;13.77;2;0;1;J;M;NA;0,00;Neuensiener See (MPA);1;0;R;W5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
867;2021-03-20;14:30:00;NA;A;1;52;S;Boat;GB;NA;NA;NA;NA;NA;NA;3.5;NA;6.3;11520;106.2;13.77;2;0;1;F;M;NA;0,00;Neuensiener See (MPA);2;0;N;W5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
868;2021-03-22;13:45:00;17:30:00;A;1;52;S;Boat;BEZ;NA;NA;54.5259;13.30311;NA;NA;6.5;NA;7.5;13470;102.1;12.71;2;0;1;F;M;NA;0,00;Neuendorfer Wiek (OA);2;6;N;20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
869;2021-03-22;13:45:00;17:30:00;A;1;59;S;Boat;BEZ;NA;NA;54.5259;13.30311;NA;NA;6.5;NA;7.5;13470;102.1;12.71;2;0;1;S;M;NA;0,00;Neuendorfer Wiek (OA);0;3;R;20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
870;2021-03-22;13:45:00;17:30:00;A;1;67;S;Boat;BEZ;NA;NA;54.5259;13.30311;NA;NA;6.5;NA;7.5;13470;102.1;12.71;2;0;1;G;M;NA;0,00;Neuendorfer Wiek (OA);3;8;R;20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
871;2021-03-22;13:45:00;17:30:00;A;1;51;S;Boat;BEZ;NA;NA;54.5259;13.30311;NA;NA;6.5;NA;7.5;13470;102.1;12.71;2;0;1;S;M;NA;0,00;Neuendorfer Wiek (OA);1;6;N;20;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
872;2021-03-22;10:45:00;11:30:00;A;1;67;S;Boat;SB;NA;NA;NA;NA;NA;NA;4.2;NA;9.9;17550;106;13.92;3;0;1;G;M;NA;0,00;Seehof;0;0;R;E10;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
873;2021-03-22;10:45:00;11:30:00;A;1;59;S;Boat;SB;NA;NA;NA;NA;NA;NA;4.2;NA;9.9;17550;106;13.92;3;0;1;S;M;NA;0,00;Seehof;0;0;N;E10;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
874;2021-03-22;10:45:00;11:30:00;A;1;52;S;Wading;SB;NA;NA;NA;NA;NA;NA;4.2;NA;9.9;17550;106;13.92;3;0;1;F;M;NA;0,00;Seehof;1;0;R;E10;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
875;2021-03-22;10:45:00;11:30:00;A;1;51;S;Wading;SB;NA;NA;NA;NA;NA;NA;4.2;NA;9.9;17550;106;13.92;3;0;1;S;M;NA;0,00;Seehof;1;0;R;E10;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
